13	41	3	23	12	16
12	32	30	49	3	18
34	12	14	24	36	23
30	13	36	44	23	4
31	44	6	49	5	39
29	44	6	37	22	18
27	44	8	16	12	4
26	37	9	44	46	24
47	20	31	26	21	5
10	26	37	8	31	22
26	8	42	39	36	14
34	38	42	39	9	5
38	22	46	4	27	36
37	6	41	22	21	42
29	1	19	9	49	16
23	40	35	12	17	27
18	5	22	6	38	43
26	42	43	12	35	36
14	1	23	27	33	30
26	35	38	20	42	8
30	42	1	48	32	45
41	6	4	47	17	19
6	28	9	26	20	22
26	10	3	49	24	38
42	16	18	3	37	19
25	10	32	7	43	22
32	39	19	25	2	30
46	32	14	31	12	1
19	33	21	10	24	35
18	4	40	36	47	34
45	39	41	49	3	1
43	31	39	32	4	34
22	12	37	31	6	42
36	33	38	43	35	5
36	34	35	11	33	17
23	40	14	46	10	16
24	39	20	4	16	3	49
20	8	33	5	30	49	25
13	37	49	30	43	28	1
1	40	36	2	5	21	49
35	2	25	26	22	7	33
2	26	33	41	1	27	11
20	39	29	31	19	27	48
12	45	2	16	29	21	15
10	7	42	19	4	12	20
47	31	30	27	36	38	48
36	45	6	12	21	47	28
31	17	11	44	14	30	4
3	8	22	27	15	23	16
13	32	3	26	37	24	28
17	37	31	39	12	36	3
46	4	6	3	23	16	15
16	24	44	49	35	3	34
22	5	1	28	27	24	16
31	33	21	15	22	13	30
46	31	20	12	48	42	1
45	38	9	35	6	39	28
32	27	47	2	45	29	35
22	46	48	43	28	29	36
41	42	12	32	27	28	15
40	29	32	8	22	19	4
14	27	32	22	10	49	16
48	6	14	9	42	45	24
47	20	10	22	17	9	6
42	23	6	22	7	46	40
41	24	28	3	40	45	7
13	38	43	1	42	37	35
33	14	4	1	27	30	7
23	42	1	32	48	6	3
26	18	33	36	20	47	28
7	47	27	30	37	25	20
49	40	18	34	28	4	10
1	38	33	4	20	14	23
38	49	32	12	19	3	21
23	20	8	2	49	41	34
42	21	32	18	7	23	27
24	12	15	47	49	11	16
29	9	4	7	16	26	2
10	5	13	16	31	22	38
45	10	12	40	35	19	16
33	39	19	1	4	38	36
27	35	7	37	33	18	9
23	31	6	34	40	25	35
27	7	33	14	23	36	45
10	11	35	46	9	27	15
17	28	30	43	12	25	48
38	43	12	31	10	49	18
31	18	35	22	45	33	16
39	31	12	7	24	30	20
31	26	35	25	38	19	46
1	3	13	11	44	9	47
3	38	25	29	30	9	32
26	15	17	29	42	9	39
47	4	2	13	49	26	28
48	28	36	40	39	3	6
36	49	28	19	48	17	35
33	25	38	15	9	49	3
17	2	32	45	3	46	5
31	43	27	32	7	3	21
8	38	32	39	27	12	49
7	16	32	46	13	40	45
35	42	2	19	18	5	13
44	32	4	12	30	14	1
16	17	33	40	26	31	10
35	18	15	7	41	44	6
8	1	43	10	45	6	19
30	17	47	40	32	37	46
32	8	38	40	27	21	30
3	32	27	34	33	16	25
12	44	35	39	11	4	28
13	44	16	7	26	46	8
16	4	5	44	18	24	7
19	14	20	43	2	32	40
22	8	14	36	2	5	28
39	35	31	37	46	29	45
37	3	23	7	44	25	19
13	45	25	2	35	46	47
21	25	9	37	44	11	40
28	39	16	11	3	49	13
9	47	46	10	41	29	36
22	6	45	38	41	13	37
24	4	29	43	34	32	14
3	1	7	41	32	46	40
13	30	11	18	15	10	16
17	23	20	9	24	31	29
30	8	44	32	48	40	15
10	1	26	38	46	13	23
12	45	41	1	9	30	14
32	26	29	43	8	4	39
29	44	17	25	23	42	20
40	2	41	13	11	10	33
21	48	8	12	15	5	18
41	42	23	36	20	1	33
21	41	5	46	23	19	30
29	26	48	45	42	20	6
28	9	10	1	49	46	44
45	5	43	2	22	44	4
37	17	48	43	9	18	42
12	15	32	17	41	25	8
20	6	1	45	46	33	24
5	11	47	29	13	35	34
23	41	34	7	2	47	18
24	25	20	35	7	19	5
15	3	47	17	32	14	35
6	32	15	33	12	5	48
38	46	26	9	5	12	40
25	5	20	26	41	27	38
43	31	26	44	42	28	40
40	35	16	33	21	5	4
2	39	6	30	16	26	7
11	7	37	26	19	20	29
8	43	4	6	9	29	49
17	19	6	30	28	16	36
49	12	9	20	37	11	2
32	40	6	24	3	11	10
46	32	44	28	23	9	1
39	3	48	16	37	47	28
19	35	24	39	6	9	16
47	2	33	1	23	34	16
15	40	30	38	8	22	5
38	2	43	7	47	16	15
3	30	15	8	17	10	14
45	25	17	8	2	11	48
7	36	14	49	29	25	37
18	13	40	43	35	3	49
38	29	6	35	47	3	11
32	2	44	15	1	28	7
23	46	38	2	45	25	24
16	44	12	43	38	25	27
23	31	24	25	39	36	42
31	13	33	7	2	30	1
16	44	39	38	46	24	10
16	12	38	3	19	2	42
2	40	20	9	7	16	24
23	8	42	37	4	9	16
23	43	19	25	24	37	7
31	9	5	16	15	10	35
34	49	37	2	44	20	13
40	34	49	9	39	10	6
9	10	33	46	16	8	19
31	49	15	19	21	22	25
36	13	20	14	9	44	34
18	47	5	3	17	34	30
49	41	29	3	27	45	43
48	5	25	20	49	39	47
43	16	17	26	30	41	32
8	15	1	27	12	34	39
5	16	24	20	35	17	41
31	36	37	25	15	41	22
7	27	21	5	36	9	10
12	13	22	39	48	45	38
11	32	48	36	30	29	2
32	12	46	40	14	3	19
29	17	20	40	9	18	42
20	41	38	6	32	40	45
34	11	47	18	20	27	23
3	30	36	7	19	24	13
44	39	47	49	37	2	30
24	37	6	13	22	42	7
40	24	36	15	11	42	4
36	37	42	28	15	2	18
21	20	30	9	10	34	7
13	37	16	19	27	32	35
22	7	9	3	14	35	48
29	24	28	21	3	36	34
40	23	3	44	25	48	49
1	32	22	40	33	37	8
13	12	18	10	32	11	14
45	18	2	47	42	27	9
24	45	26	44	12	7	43
43	47	8	36	32	38	37
48	3	6	26	2	1	11
28	34	49	31	35	8	5
19	17	42	26	43	10	2
18	29	33	16	48	34	49
35	21	43	36	19	47	13
42	5	47	30	27	46	16
13	26	47	25	23	16	43
7	27	24	34	31	44	19
12	1	35	41	26	7	10
23	18	8	25	38	42	49
29	44	18	4	14	15	8
38	29	47	5	21	43	17
34	10	25	36	18	26	2
17	1	4	33	31	49	19
18	9	38	8	29	46	32
37	25	17	43	2	26	3
2	23	14	41	8	40	15
23	29	25	3	35	36	40
1	3	4	39	41	43	34
35	49	34	7	47	11	46
16	4	41	1	44	9	32
10	29	23	6	20	45	40
16	6	31	45	9	13	27
28	47	23	48	15	25	16
16	3	5	9	41	34	19
42	34	43	26	32	21	14
35	46	42	3	26	16	47
7	35	46	37	1	18	19
8	2	19	22	30	7	23
44	45	30	31	17	15	8
35	43	33	39	32	26	42
3	26	32	48	24	5	6
7	36	34	33	22	45	41
23	31	30	18	48	8	44
43	32	16	10	26	29	12
24	36	21	33	43	28	10
38	32	14	40	44	16	45
41	8	31	14	17	2	24
4	5	28	11	6	10	12
47	39	44	17	49	48	8
49	29	11	23	20	27	40
33	31	4	45	11	23	16
33	34	2	20	16	15	3
17	4	42	36	35	7	49
3	26	31	21	40	46	19
26	40	43	19	42	36	24
2	20	38	14	8	23	21
38	14	33	35	15	4	46
4	3	8	32	5	49	33
37	15	4	32	42	5	43
38	20	6	49	46	26	19
35	34	8	13	32	22	27
30	2	7	29	11	15	22
13	43	32	16	7	40	31
18	31	13	45	49	46	8
38	21	8	5	35	40	33
3	18	24	43	40	23	39
35	49	22	25	21	10	30
3	22	31	1	37	39	36
47	24	18	39	38	35	44
46	32	19	18	28	13	45
32	15	21	30	48	12	28
35	38	27	46	6	11	7
37	39	41	43	8	10	36
8	9	12	16	45	5	42
32	6	43	11	20	1	24
26	38	33	2	31	20	35
29	23	48	33	5	18	46
39	14	27	19	1	2	41
32	19	21	47	5	17	3
14	41	42	23	24	9	6
32	24	17	42	1	44	41
21	39	43	25	41	42	31
45	16	27	49	21	38	7
42	39	11	4	8	7	12
9	16	26	7	5	43	19
27	16	12	45	15	20	10
25	11	26	21	41	7	36
23	18	24	45	35	6	32
38	33	41	6	20	37	17
35	30	16	45	44	6	29
32	4	46	2	10	35	49
32	15	18	48	49	39	5
33	7	41	23	21	45	27
48	20	47	14	30	43	5
17	34	30	35	25	41	39
25	33	13	15	34	17	16
30	40	41	17	43	1	20
37	40	33	46	47	9	1
8	43	37	18	35	16	9
6	16	2	7	39	44	40
32	48	46	27	43	45	18
40	37	27	29	48	4	33
42	24	20	2	31	48	3
30	2	22	9	26	5	49
43	31	28	49	44	45	14
20	42	40	48	14	17	34
27	5	38	19	24	28	8
10	2	40	16	21	12	45
37	20	5	7	4	32	10
39	7	42	10	21	36	4
23	29	44	11	12	15	48
18	4	19	17	42	16	2
11	43	45	22	26	18	4
22	38	34	25	23	24	10
12	17	1	20	38	19	46
10	37	14	29	9	48	22
49	1	2	41	36	22	18
40	5	14	22	36	1	13
26	14	6	5	16	11	10
28	32	15	34	40	8	6
15	28	22	14	23	20	24
14	26	3	43	45	31	49
23	5	46	16	35	8	36
7	35	26	48	8	9	28
35	16	19	11	18	5	23
49	28	31	30	23	19	3
30	31	39	3	1	18	15
18	49	2	27	45	25	11
27	13	44	21	26	47	23
37	29	36	8	16	17	13
5	33	35	1	37	30	26
26	1	49	43	21	13	48
40	48	39	28	21	16	35
14	43	40	35	15	46	38
41	1	33	43	5	9	10
19	30	33	14	11	27	10
40	19	27	16	42	43	31
36	34	32	14	41	17	29
13	21	20	19	3	15	2
10	3	41	11	25	24	13
13	11	49	42	5	39	19
9	19	47	18	10	27	41
14	21	46	17	43	26	37
21	33	16	2	36	26	43
38	1	11	14	33	5	47
33	17	48	2	3	25	38
45	7	28	43	42	10	47
47	41	42	28	45	9	14
11	29	41	20	25	47	36
24	13	10	3	44	5	19
32	16	13	26	15	25	31
1	31	25	11	4	15	13
32	40	43	21	28	15	7
49	20	29	44	11	38	16
39	8	34	41	47	3	1
34	19	46	29	32	27	45
8	23	21	22	42	43	31
17	38	16	4	42	28	35
6	28	35	11	14	25	26
36	47	23	25	42	12	15
34	37	12	41	19	11	27
32	2	12	6	43	23	27
21	22	45	33	13	48	40
10	37	12	46	30	29	34
35	18	31	28	22	49	1
31	48	17	8	4	37	11
40	8	23	21	5	7	27
26	27	32	22	19	21	13
15	36	12	16	30	13	41
21	16	9	25	44	1	37
30	5	45	21	26	31	47
25	2	38	10	30	41	27
14	12	42	38	49	36	6
18	49	8	33	4	47	13
6	40	33	32	3	8	25
43	16	27	4	21	14	37
19	40	12	6	22	31	28
27	41	45	32	20	29	21
34	28	46	23	38	29	30
10	1	39	37	21	45	22
11	24	42	12	31	48	43
31	4	48	47	34	12	46
34	33	20	45	17	22	25
44	33	4	46	48	18	21
22	20	7	26	9	29	30
7	35	30	2	42	34	33
8	48	27	21	11	10	20
3	27	31	9	2	21	4
23	18	36	15	6	47	14
11	17	28	8	33	19	45
37	27	39	19	2	28	47
37	49	28	42	6	46	3
14	2	27	43	26	47	41
40	49	23	7	44	21	1
27	6	29	32	18	5	43
35	16	9	27	25	39	38
30	48	41	35	25	44	37
5	49	22	38	41	7	35
33	45	13	29	12	18	31
10	6	18	29	15	20	13
34	43	36	10	7	23	2
21	5	47	35	26	30	40
35	7	11	48	30	29	21
4	44	7	9	34	40	45
15	46	25	7	32	23	45
49	38	1	3	37	42	24
48	1	18	5	14	16	35
4	48	11	42	9	7	10
17	35	21	24	32	23	26
15	41	34	42	25	30	46
2	36	12	34	48	14	4
25	27	45	49	28	34	19
30	33	15	1	34	2	29
36	37	16	20	33	1	27
33	8	4	30	45	48	15
42	32	19	21	36	4	17
38	48	18	33	15	11	29
37	11	18	40	17	5	42
3	49	38	37	43	10	39
10	27	12	17	32	24	25
37	10	1	26	20	2	42
31	7	35	46	5	20	10
14	46	17	45	35	25	24
4	31	21	15	18	10	43
47	42	17	23	28	48	44
40	25	44	14	35	30	42
23	47	30	22	21	1	10
6	49	11	19	4	20	34
2	34	15	24	37	21	14
46	26	33	44	22	28	32
19	48	34	21	25	8	36
8	27	26	39	45	12	7
31	19	24	14	23	25	5
14	47	7	41	40	1	38
39	21	30	28	4	36	13
17	2	33	12	49	16	32
47	46	24	8	32	11	27
24	27	36	31	28	35	17
25	48	9	41	28	11	35
14	36	48	7	10	40	8
47	41	38	25	27	39	11
26	32	48	42	6	37	40
5	42	41	21	26	18	25
13	35	39	6	23	37	28
38	5	42	35	22	12	31
3	13	19	40	17	22	33
24	33	12	39	18	5	4
14	32	31	38	7	18	12
10	37	22	17	38	14	48
33	10	23	4	3	12	47
3	21	13	27	11	5	29
12	37	3	20	33	1	44
1	22	6	2	11	48	26
7	11	14	21	13	35	40
16	7	1	37	39	13	17
46	14	29	1	12	21	47
39	21	28	27	37	44	14
5	31	13	26	33	38	1
18	28	19	34	38	21	33
49	41	38	2	14	46	47
17	24	2	37	28	8	14
6	34	39	35	17	21	36
41	16	11	28	4	27	19
28	10	30	35	34	1	33
1	42	16	31	20	4	24
21	7	48	6	25	33	2
26	42	48	10	16	44	22
3	33	47	5	37	20	4
18	2	38	36	34	44	37
47	40	28	2	19	25	35
45	15	3	27	10	42	16
38	23	44	9	22	14	35
35	11	10	25	20	47	32
20	39	19	27	9	30	46
48	13	28	29	32	6	49
22	36	2	45	17	13	14
27	3	46	30	44	38	8
27	18	15	33	35	31	21
46	17	24	36	11	25	41
20	22	16	21	10	44	39
48	7	29	12	6	9	16
5	16	41	20	6	28	26
4	34	37	24	2	42	38
38	4	10	1	48	9	44
10	43	19	6	47	30	14
38	47	2	19	44	43	14
17	44	13	33	6	19	26
12	39	22	26	29	3	23
36	5	17	13	44	48	32
18	39	37	26	20	27	7
1	32	44	31	15	29	7
37	48	22	34	9	45	19
42	1	27	26	11	7	19
46	15	39	4	5	32	31
40	8	35	42	18	46	27
6	44	10	32	12	15	4
30	12	34	39	32	4	22
38	47	33	2	39	18	20
6	9	21	49	44	38	40
44	5	43	13	20	42	22
32	1	35	2	23	20	21
9	43	24	11	17	35	10
9	44	1	35	15	38	18
46	40	8	38	26	36	18
48	2	27	16	37	21	36
5	33	4	48	32	31	27
24	34	8	27	2	14	17
32	11	44	26	21	33	42
37	39	46	8	48	41	10
3	16	48	44	27	46	9
49	38	25	41	42	8	12
47	15	45	32	31	14	11
41	47	18	49	3	9	44
49	36	29	8	47	10	17
18	3	41	47	27	19	29
24	4	37	17	35	13	32
31	41	46	27	45	6	10
25	34	8	49	41	2	6
23	30	13	7	11	19	35
1	16	20	33	11	15	34
27	33	20	47	3	19	22
7	9	12	46	20	33	21
30	21	13	6	1	37	5
46	44	19	29	21	9	31
47	24	30	13	15	43	7
27	2	23	30	46	48	40
16	2	3	40	11	38	4
2	30	26	17	33	16	20
49	33	9	42	37	15	30
28	43	38	20	19	3	23
7	36	11	8	15	1	25
31	32	47	40	15	17	46
45	17	27	21	9	2	44
22	40	19	46	6	41	33
33	32	10	23	27	15	17
24	28	46	3	7	16	18
31	12	22	7	25	3	23
37	32	39	44	10	36	25
49	33	38	15	2	14	8
41	46	19	3	39	7	29
1	31	30	22	6	36	14
32	21	44	25	45	28	1
28	13	42	9	32	47	19
45	47	6	24	32	22	4
15	17	44	6	35	23	29
31	21	43	8	13	14	40
43	5	32	48	29	11	13
20	16	21	1	47	32	3
37	36	24	30	26	9	49
18	12	5	37	47	33	8
7	35	6	40	1	2	37
47	24	23	26	4	31	17
13	38	32	17	29	11	30
35	1	27	21	41	34	10
23	32	36	8	43	10	48
41	14	7	1	5	45	15
39	36	27	47	22	37	31
25	36	22	35	6	2	7
43	30	22	6	10	4	26
46	18	10	48	35	26	31
40	20	33	47	3	10	36
16	10	4	35	14	46	34
18	8	16	5	47	21	17
37	31	39	12	29	45	11
11	15	38	49	22	19	35
1	17	41	25	4	6	29
3	11	33	5	42	13	16
40	48	47	5	22	11	4
4	38	40	28	43	2	5
31	48	21	7	42	5	8
38	5	48	12	14	44	7
5	23	46	32	9	12	13
47	36	15	34	29	12	5
20	40	45	14	1	22	23
9	16	44	7	38	49	22
33	34	32	19	40	49	42
4	42	30	33	10	13	24
11	36	19	12	21	49	37
7	19	9	10	43	45	15
13	21	48	17	10	46	39
33	17	23	42	40	37	24
36	37	6	3	49	38	17
26	29	39	49	36	2	40
18	15	17	24	44	31	14
43	23	7	20	13	17	36
21	34	27	10	40	37	32
39	11	1	38	14	37	22
49	48	21	44	41	40	29
38	39	29	34	1	20	35
10	42	17	43	16	31	7
6	15	27	7	34	20	36
8	17	2	11	19	39	7
32	33	29	14	5	23	31
14	47	40	6	1	24	15
13	46	30	5	1	41	49
42	7	34	5	46	1	11
37	12	22	5	23	33	18
36	48	17	30	16	14	32
42	46	17	47	14	45	30
26	6	22	19	35	36	48
40	28	19	13	34	22	25
43	26	20	10	18	46	14
39	6	13	18	38	3	17
32	3	4	16	22	11	33
45	44	38	27	29	1	8
33	37	49	28	17	32	45
30	22	41	24	14	45	46
45	23	47	30	12	28	32
16	46	6	7	48	24	30
9	7	49	29	46	42	5
8	4	15	39	36	5	45
10	4	11	20	15	25	46
3	32	42	10	31	2	43
2	15	30	22	16	35	7
20	33	39	26	40	4	10
38	1	21	30	23	2	10
13	29	39	22	46	20	4
5	9	18	19	11	48	13
30	2	42	26	38	24	37
1	21	3	24	13	49	4
18	3	7	43	38	26	8
35	14	34	7	33	45	40
24	19	38	12	9	37	2
34	5	48	3	7	16	32
38	45	37	30	31	48	9
35	15	12	49	10	34	7
13	19	43	25	15	38	20
28	38	39	15	46	44	4
42	24	9	34	2	5	15
3	14	20	36	19	46	24
1	48	10	15	11	38	49
39	8	31	48	38	15	24
22	48	3	30	36	15	7
23	28	48	33	6	12	41
17	19	20	8	29	23	3
36	44	37	7	9	17	12
37	35	14	1	49	30	23
46	31	32	8	43	33	27
31	7	10	38	8	32	13
3	36	41	28	19	29	44
24	20	31	27	45	48	46
6	3	37	43	42	33	39
30	31	29	49	48	11	39
17	33	29	48	44	14	43
41	27	48	10	18	6	17
42	24	41	11	26	13	34
43	33	5	37	17	14	32
42	23	28	35	20	36	45
5	44	26	19	18	6	34
3	29	41	45	31	6	33
45	49	27	24	21	1	31
47	11	46	24	19	42	6
21	24	1	23	44	36	42
33	44	24	35	49	3	34
8	33	49	15	38	37	18
37	14	41	42	3	8	23
5	22	49	36	12	23	18
5	26	42	12	18	39	20
12	49	31	30	15	6	9
13	27	38	14	3	39	41
18	22	17	28	5	47	36
49	32	29	10	21	27	46
3	40	31	45	1	37	48
2	6	18	15	27	5	33
10	23	40	34	30	22	24
6	28	18	45	4	29	5
27	29	28	22	16	8	34
6	44	33	47	35	32	40
8	38	17	43	14	34	47
28	49	31	2	3	42	23
32	34	18	23	26	45	7
1	19	48	32	39	37	35
31	49	16	37	15	32	10
6	28	14	16	23	10	17
8	38	23	35	3	13	7
17	47	27	39	49	20	11
9	4	35	20	21	25	49
22	27	26	7	17	35	44
5	25	31	30	38	41	49
14	42	19	44	10	46	31
15	20	34	41	17	11	23
8	3	5	23	48	43	44
23	28	16	45	26	46	38
12	17	6	16	11	27	2
18	2	5	25	6	29	35
9	33	31	5	14	28	43
15	13	35	10	1	45	44
15	25	48	27	42	30	2
28	25	21	15	7	34	2
7	30	40	10	4	21	23
24	10	31	49	47	6	1
31	45	39	29	40	19	10
16	2	32	39	27	46	22
40	42	38	49	7	19	29
26	37	9	1	10	23	48
31	30	13	44	42	15	17
24	33	3	47	10	46	12
31	23	20	43	4	5	44
29	48	6	18	40	49	38
15	28	33	32	34	14	17
49	41	39	14	22	10	31
18	10	42	41	13	43	33
47	27	16	49	18	13	9
15	49	1	14	9	22	23
37	27	30	4	44	12	2
36	16	45	38	8	18	21
37	22	33	7	21	39	25
23	14	12	30	19	2	38
47	19	16	42	39	15	2
26	45	21	3	8	11	19
44	27	41	7	12	5	4
36	15	10	26	22	23	41
15	16	20	27	19	13	3
24	15	40	27	20	4	39
25	33	26	20	40	31	12
27	42	29	1	6	17	2
4	23	14	2	16	22	47
25	3	43	38	42	33	14
46	1	20	45	6	7	44
48	33	1	43	49	46	4
19	9	45	23	49	38	31
31	17	21	11	28	23	44
32	34	22	40	1	8	16
25	36	9	35	1	46	30
28	11	47	27	41	7	29
45	1	40	21	41	5	26
20	41	18	32	43	24	19
45	33	8	19	43	12	35
35	42	48	46	16	47	49
17	15	41	46	49	11	33
7	3	33	12	27	4	37
48	33	20	11	18	19	36
9	46	39	37	48	20	2
21	22	23	14	25	42	6
30	6	23	19	36	45	17
20	31	38	23	25	18	41
44	16	10	11	9	35	42
34	42	17	22	6	4	27
14	41	16	19	25	2	40
38	21	31	32	29	46	37
12	41	31	18	9	38	34
25	45	19	32	22	12	6
30	26	37	1	10	31	11
44	37	6	17	36	42	18
30	26	31	25	32	24	33
37	7	27	49	40	44	25
11	35	7	45	41	14	33
19	36	21	45	2	6	13
44	11	39	2	22	4	10
22	10	44	45	27	31	4
43	33	12	27	47	34	25
11	46	18	9	36	30	15
32	11	30	12	39	14	45
10	11	47	38	28	43	17
43	33	6	38	19	3	46
12	49	15	22	42	35	43
9	30	42	26	16	35	44
33	44	43	12	10	40	25
31	8	12	29	15	40	7
5	19	20	40	47	2	31
22	41	7	46	4	26	47
41	3	19	20	15	40	13
2	10	42	34	44	23	46
20	22	18	40	19	35	44
35	29	26	41	31	36	13
37	1	10	44	47	43	48
26	11	7	47	36	30	24
19	29	38	39	4	11	14
19	18	42	8	29	37	26
41	45	3	23	30	28	13
46	12	27	3	42	7	19
40	4	49	7	25	39	43
23	38	6	41	4	29	10
44	16	2	37	9	14	6
22	36	43	48	47	26	18
17	9	21	28	22	32	31
17	23	1	3	8	30	10
20	28	15	5	14	45	13
19	38	43	34	20	22	48
21	47	23	3	27	25	26
8	5	34	28	11	19	20
8	39	3	13	9	15	30
43	32	4	49	14	21	37
9	30	4	29	41	24	3
20	47	12	27	34	36	24
17	21	15	34	10	38	46
26	22	27	29	37	33	40
24	29	44	32	5	37	11
11	46	10	28	24	20	4
42	9	11	45	47	31	43
29	26	15	38	42	9	16
48	34	47	49	39	35	32
1	25	16	4	48	31	2
49	33	24	12	41	8	23
26	6	2	32	45	13	49
35	7	23	12	6	36	49
40	16	13	12	17	26	47
17	5	37	49	1	9	18
19	11	25	27	43	37	47
43	40	14	41	44	36	49
38	45	16	37	29	1	26
16	41	42	21	9	12	17
14	17	33	18	35	41	30
20	42	49	43	44	19	41
22	10	38	5	7	6	41
44	38	48	19	37	39	41
35	10	18	32	28	38	5
6	43	31	24	12	48	22
41	2	42	33	3	7	24
31	4	22	34	9	16	12
22	42	19	7	5	48	12
25	12	4	43	16	11	1
26	18	24	5	17	41	3
36	9	6	47	35	5	33
21	8	29	17	25	4	40
27	7	23	19	22	17	45
6	10	16	8	21	34	45
41	40	4	32	12	8	7
42	46	38	16	4	14	36
21	24	16	19	44	4	48
2	7	36	3	25	4	6
38	15	5	24	17	49	12
12	26	31	43	13	28	34
3	12	30	32	15	2	33
42	47	20	38	9	11	16
11	37	17	47	16	8	32
14	13	29	27	11	18	40
1	46	22	40	20	13	14
25	39	26	2	19	21	29
42	46	39	26	13	47	34
38	43	23	21	47	9	33
6	39	12	45	7	32	33
35	29	17	10	4	28	8
4	8	49	2	40	23	11
37	9	3	35	27	5	23
8	20	4	36	13	21	17
21	34	24	3	25	32	17
27	37	32	9	47	44	45
48	20	4	26	29	32	17
33	36	32	2	27	3	40
42	46	21	7	5	8	30
46	27	47	23	19	48	29
2	46	37	15	24	33	6
31	26	33	28	3	18	46
9	38	28	7	39	23	36
49	16	44	46	15	2	27
44	45	48	12	46	30	2
37	33	12	6	42	15	9
8	42	40	1	17	18	10
12	10	42	6	9	37	44
29	46	48	42	35	20	45
49	46	10	20	21	38	7
7	25	1	49	32	15	5
12	17	14	27	8	46	6
45	42	43	17	4	11	27
12	39	24	4	29	21	42
7	36	48	34	46	4	41
43	49	14	8	33	38	11
3	7	10	9	32	6	8
42	3	49	12	31	26	15
4	28	9	34	23	24	42
26	13	38	18	25	3	36
20	47	5	17	43	19	3
20	7	8	23	35	42	43
19	21	3	4	41	29	16
3	25	14	6	41	40	39
46	49	1	12	22	18	15
11	49	35	34	1	26	14
36	9	28	3	37	32	20
17	39	6	18	26	35	3
36	40	1	44	19	25	48
28	2	4	35	5	27	47
43	20	48	42	10	4	33
37	34	18	2	10	22	32
20	27	34	43	24	47	41
37	49	28	3	24	23	45
30	10	25	29	14	12	38
36	25	7	21	29	5	6
37	35	1	17	48	4	3
16	17	33	40	41	35	36
20	11	34	39	24	9	1
29	19	35	22	9	7	18
24	2	32	21	26	42	43
38	3	17	2	21	46	22
22	47	31	37	16	46	34
1	27	31	7	41	32	35
13	9	46	40	22	11	39
43	46	15	24	34	25	18
25	5	11	26	19	23	27
33	27	42	49	3	25	21
12	42	3	37	18	24	38
49	34	25	17	14	15	41
15	30	24	43	46	32	5
33	36	2	47	6	18	43
34	13	49	42	18	6	15
40	43	26	7	8	37	9
40	37	19	3	25	24	5
13	18	32	5	29	35	37
17	47	23	5	8	40	20
2	15	22	39	41	37	46
8	16	10	2	5	6	41
47	9	19	34	26	43	25
33	15	49	43	5	48	4
34	49	4	31	38	8	20
11	42	37	5	44	38	39
5	33	30	15	6	19	31
2	33	36	6	40	4	31
21	13	27	16	43	22	39
49	20	36	24	3	5	28
37	24	18	49	31	43	45
5	42	20	4	47	49	15
11	26	49	27	20	38	46
31	26	33	10	23	47	3
17	49	38	10	12	37	14
46	35	34	24	14	43	8
19	30	35	21	36	43	40
22	10	7	44	28	31	8
46	16	4	21	22	36	47
38	1	42	40	20	41	14
40	11	9	13	7	32	30
4	28	36	16	22	30	5
34	28	26	1	48	25	6
32	42	39	3	21	48	2
5	4	27	47	24	42	45
3	41	5	10	13	38	27
19	1	15	31	32	43	26
1	33	4	26	47	22	44
12	46	39	41	5	37	45
48	2	27	31	40	38	11
23	10	41	22	25	7	40
8	47	7	29	10	39	40
31	26	36	41	32	7	21
40	9	7	32	38	28	34
32	44	49	48	34	45	4
33	35	37	40	24	32	15
18	9	19	46	40	17	22
18	3	12	23	35	43	39
23	17	16	12	31	36	32
9	14	13	21	8	41	30
24	39	38	4	34	33	11
17	41	25	4	8	2	1
4	24	45	23	32	18	31
26	9	18	2	14	21	13
32	31	2	8	43	29	39
26	11	40	36	3	9	16
15	6	12	28	16	48	29
6	49	16	42	41	17	45
37	43	1	44	39	47	42
49	32	30	45	12	8	4
46	17	43	45	35	36	44
27	11	18	16	32	39	41
45	39	1	3	21	18	49
4	32	9	48	31	14	5
31	40	20	41	22	47	29
14	35	47	30	22	16	12
41	16	25	40	6	37	18
41	32	48	17	35	4	37
46	4	3	39	40	11	6
30	11	19	27	13	25	5
42	9	31	15	28	43	4
45	36	2	18	16	46	42
19	21	20	47	14	35	3
1	42	36	37	5	21	43
1	5	27	3	17	30	47
11	29	49	37	14	31	30
49	10	41	40	24	31	12
22	25	39	5	4	15	12
29	39	2	46	5	22	38
19	32	3	4	15	41	46
7	44	17	1	28	49	2
9	21	38	36	26	29	6
21	33	19	32	8	36	6
36	11	26	29	24	6	13
43	17	2	35	23	46	44
27	41	2	46	28	44	25
14	19	42	3	15	24	37
39	16	32	12	35	28	7
24	5	19	1	48	16	18
36	37	25	20	8	30	38
48	1	5	45	35	18	22
15	10	6	25	41	17	47
10	5	26	25	9	45	12
11	43	14	35	37	12	5
5	45	39	32	40	36	46
25	47	49	10	41	12	9
12	32	8	38	35	30	33
14	25	19	20	33	15	16
5	42	46	3	35	24	48
18	28	12	19	37	13	43
8	7	18	19	32	49	36
33	41	42	11	22	12	13
26	39	16	24	45	28	8
7	45	18	22	5	16	24
5	46	24	34	14	48	40
19	28	27	12	48	15	13
46	17	18	48	19	34	31
15	3	43	33	38	28	40
40	34	7	38	18	49	8
45	28	4	12	5	17	25
9	5	12	19	28	21	40
10	5	11	8	18	31	3
15	17	43	39	2	7	16
1	16	15	21	24	32	17
